relative_path,category,extension,bytes,sha256,git_blob_sha1,api_blob_sha1,api_bytes,api_match
Demos/ConjugateGradientDemo.ipynb,Demos,.ipynb,12644,55376607d573e240f7b60cdb8b2d5e392a04c04666fbc812a257f7581b7992f0,8dc8be64a3a16fcc264a8f6188b476b676132bee,8dc8be64a3a16fcc264a8f6188b476b676132bee,12644,True
Demos/ConvergenceRateDemo.ipynb,Demos,.ipynb,439684,a68ebfc8eef9a8c8f50007daf6b3dbc07add2c2aedf47a3388dcd517dd2835f1,76ceb6fec119fc7c050df69b65e758f242dea54f,76ceb6fec119fc7c050df69b65e758f242dea54f,439684,True
Demos/CVX_demo/cvx_demo.mlx,Demos,.mlx,6787,eb1b1a2047a24c04ac7a0adb00af9fe33061eb4936cbf35b3b0dba7f9cbd4c67,ea77d02167f40c118757203f813555d148e425f4,ea77d02167f40c118757203f813555d148e425f4,6787,True
Demos/CVX_demo/cvx_demo.pdf,Demos,.pdf,43944,ce83b296d82ca968c8da322cbcf5a63c753c0dc81c758e4663a259969863e1e4,7c390a57d76476b1ddbdada49033c298434b082d,7c390a57d76476b1ddbdada49033c298434b082d,43944,True
Demos/CVX_demo/cvxpy_intro.ipynb,Demos,.ipynb,70560,0fce755872fc33f04bf9a9e53e1c6fa504150b16fc8e34a6f19e9d7938f30ed4,547483ac4990f949c8baf60e470c90c69960fd3b,547483ac4990f949c8baf60e470c90c69960fd3b,70560,True
Demos/CVX_demo/cvxpy_intro.pdf,Demos,.pdf,305360,2645abfc1e4760a028572df0605646dcefb367cb4d420ceb2463d1f09a1168df,2ff7bd2092b2eee43572e58b115f8f26f3259793,2ff7bd2092b2eee43572e58b115f8f26f3259793,305360,True
Demos/CVX_demo/Handout2_cvx_tutorial.pdf,Demos,.pdf,165175,e4ba3e593bcb9529410d16ae02d0d5a51ed7d82341fc91ca5cf1b7054437a716,68b5cbda744269613007cf5d42f2e1e6ee6a1713,68b5cbda744269613007cf5d42f2e1e6ee6a1713,165175,True
Demos/CVX_demo/README.md,Demos,.md,1762,419d18fe3738bc686f91a8854267aee6b876ce96f10cb6d71706e2d3ee0bbbf7,b91413a6768762809fb408b635b6565754e94f40,b91413a6768762809fb408b635b6565754e94f40,1762,True
Demos/CVX_demo/tutorialSolutions.ipynb,Demos,.ipynb,18707,635e4651077bc485c2c13bcf67e2714c8f6bd5a5a32eed2fea4fe6d0f663adc5,222815eb0c8bfffb614a68a92a255e6d38bbc999,222815eb0c8bfffb614a68a92a255e6d38bbc999,18707,True
Demos/CVX_demo/tutorialSolutions.m,Demos,.m,2236,011ac23a8893fa7dc4219c28a14d09bdbfb65b6abb8471db9c62f55b1d1a5ebf,4e2d42d03f9ae9d0f0545c1d426c5730b5ec3363,4e2d42d03f9ae9d0f0545c1d426c5730b5ec3363,2236,True
Demos/CVX_demo/tutorialSolutions.py,Demos,.py,4558,558f3db533561f54cf1f52477ddeaa7ec57a247288acb9323fb2c01cf0adeb11,a350664a7cb7ffab17c9f1fb44dda2e2fe2da4dc,a350664a7cb7ffab17c9f1fb44dda2e2fe2da4dc,4558,True
Demos/nonconvex_example_2D.ipynb,Demos,.ipynb,831238,204c6cd0c769edfebc0076566292fc2177d70932d55f08152dc348393b0cf6ad,38c5b74f1af86ef9f9426b2f4964fe5af1d3239e,38c5b74f1af86ef9f9426b2f4964fe5af1d3239e,831238,True
Demos/RPCA_case_study_solutions.ipynb,Demos,.ipynb,18525,183458320f4157fdcbd69ee6df97ed5e1828ed07cc8be155bf18427976c222fa,a065e3b2931593b683211bc697d849fd5a72a684,a065e3b2931593b683211bc697d849fd5a72a684,18525,True
Demos/RPCA_case_study.ipynb,Demos,.ipynb,7348,d4f45fb8d53c89cf85279f0c23a5bc37b57c9fe220eed397ed17788c2c4d91ec,5f9e7ecf0fe3f527ed5f46717300b8f3600baee9,5f9e7ecf0fe3f527ed5f46717300b8f3600baee9,7348,True
Fall2018_day-by-day_schedule.pdf,Fall2018_day-by-day_schedule.pdf,.pdf,1101690,b3b5bab96c96ffd1370eaf71d231c98b24ddfa113528375ef1eaa99f729dc52d,38d0fce538da3c143e5de9cf8de35a2970651bb2,38d0fce538da3c143e5de9cf8de35a2970651bb2,1101690,True
Handouts/FirmlyNonexpansive.pdf,Handouts,.pdf,139770,62ff132dcc1886bbdc01f0444fd5b359badb6815a6e93a3ac4bd8cf64b25c640,92eb16f1bd4093237c5c4eb2a6759e712fd8afe2,92eb16f1bd4093237c5c4eb2a6759e712fd8afe2,139770,True
Handouts/FixedPtTheorems.pdf,Handouts,.pdf,521141,1fe1658b6e108f1ac6255c01486369f5948ce07ba6b9112cc152c1b740272a25,6e12dfdc5b58d8bb2620b5dec9ab0d98a87c98bb,6e12dfdc5b58d8bb2620b5dec9ab0d98a87c98bb,521141,True
Handouts/README.md,Handouts,.md,626,6f71e30dc0b273db113f76c7413e9fa3daa8839cdb7024c369a3dd0ed0141a5e,ebf72744c836641c8bcbf6ec56fa524cca0147d3,ebf72744c836641c8bcbf6ec56fa524cca0147d3,626,True
Handouts/StrongConvexityLipschitz.pdf,Handouts,.pdf,199735,55d17121371bc3ed294ad41381f310aabf246a88ae83adc708c344f135a4410e,868ef9263554384015366c994e16a4e6e3021401,868ef9263554384015366c994e16a4e6e3021401,199735,True
Handouts/SubgradientDescent.pdf,Handouts,.pdf,236766,be0f98e918cc65676bf839e03f9e31383653b6eba5d642352c160e0738e06331,e5c0d807b5c724dc01c4f5a25f6cee7c7699f8e8,e5c0d807b5c724dc01c4f5a25f6cee7c7699f8e8,236766,True
Handouts/SubOptimalityBounds.pdf,Handouts,.pdf,206875,1fb3a57623afcd154e42e808b4a2a0d6b119a6858ed4540af24b45133efad4bd,034a623b41b89e916fec586bf0674320596e98e6,034a623b41b89e916fec586bf0674320596e98e6,206875,True
Homeworks/APPM5630Spring25Homework01-02.pdf,Homeworks,.pdf,186752,283284c8a36d590e533293754f705acfa850ca2bedd8da096197b6719854bbde,8a5dd5b990f770db124ae433d185553e92f19b58,8a5dd5b990f770db124ae433d185553e92f19b58,186752,True
Homeworks/APPM5630Spring25Homework03-04.pdf,Homeworks,.pdf,346120,c8f515ad622aa1cb37fb84840738c4ec04338ae9ef6cc9f0f4c5acc1764d4183,1fa95eebb7d4f1d9884e7fcba634e5852c311c88,1fa95eebb7d4f1d9884e7fcba634e5852c311c88,346120,True
Homeworks/APPM5630Spring25Homework05-06.pdf,Homeworks,.pdf,689048,3cadf30b6bc5811b24107640b02e4284678d429838ec85e161cda20f7607bcac,4c4662aa0e87e28c58520d39b628852c955e8cde,4c4662aa0e87e28c58520d39b628852c955e8cde,689048,True
Homeworks/APPM5630Spring25Homework07-08.pdf,Homeworks,.pdf,314973,6d1b5994348127aa75d9a56ef5c8a69f66e223916e35cfb0e417f472fe664766,a58ac6a0a7cd55332a681965a6ef2220d012efec,a58ac6a0a7cd55332a681965a6ef2220d012efec,314973,True
Homeworks/APPM5630Spring25Homework09-10.pdf,Homeworks,.pdf,407922,16f0198ca3d4c8c213a503afe5a3213321ca31d56eec99a09c29043b35bc2a85,732cdc64494225e1fdac5b8e733e5bd4f23c5c62,732cdc64494225e1fdac5b8e733e5bd4f23c5c62,407922,True
Homeworks/HW01_helper_polyhedrality.pdf,Homeworks,.pdf,1106884,5498c65b87834e1ec79cf0be370750560bc2cdf6df50544e51e893373d6e1ffa,cbeca5cde23b41cc71d33062b7f85a0040a4bc3f,cbeca5cde23b41cc71d33062b7f85a0040a4bc3f,1106884,True
Homeworks/HW04/APPM5630_HW4_helperFunctions.ipynb,Homeworks,.ipynb,17690,1945e5b9f987fa006e66538f59defdaf996304b981cab464e48403e96ffbe55f,7f91cd51b914f47dacce3bf00cdad67a5a45615a,7f91cd51b914f47dacce3bf00cdad67a5a45615a,17690,True
Homeworks/HW04/implicit2explicit.m,Homeworks,.m,755,1e5f52fe88625a30eb2b99b62ce120f8ade0f50577b16e117ca2967f95ef5bad,79159e256442f367958f05ff3377c1c1acdfb76c,79159e256442f367958f05ff3377c1c1acdfb76c,755,True
Homeworks/HW04/quadraticObjective.m,Homeworks,.m,1055,8bbab6c27568396f48f47682687095a732f9a13cdc294ddcb41181591c818e9e,ef02c29ce269b739009cfaf8a60583c492023e0b,ef02c29ce269b739009cfaf8a60583c492023e0b,1055,True
Homeworks/HW04/test_adjoint.m,Homeworks,.m,844,7218bdf05635df1ed3a88640600e21a097e8a6076c4766962682779ae24121f6,a14084e369bd7b34f5a5a2a789832d79f327b2d8,a14084e369bd7b34f5a5a2a789832d79f327b2d8,844,True
Homeworks/HW10/.gitignore,Homeworks,.gitignore,12,84a8b0f9b1d8d22690709aae9a387bd36f4d28d5a27abf4010c75d18df40c742,b91be0f0ce0cc946375f2ab7c091a2730d111b12,b91be0f0ce0cc946375f2ab7c091a2730d111b12,12,True
Homeworks/HW10/adjointShortTimeDCT.m,Homeworks,.m,1148,c9a5001ea3a55252e12a72e0360f595247263a40a37ec4433d71b8d538541ae4,f643139da76d0a622ff18325bfc17d999ef97f31,f643139da76d0a622ff18325bfc17d999ef97f31,1148,True
Homeworks/HW10/forwardShortTimeDCT.m,Homeworks,.m,1389,467ce270be9b2861a64b780bd07adf819fc837bb8ed8063ca328eeb76d9aedc4,cc309b5d5a1102320bcb73e0c8b835f209634121,cc309b5d5a1102320bcb73e0c8b835f209634121,1389,True
Homeworks/HW10/handel.mat,Homeworks,.mat,139569,73a92150a52020c9a30f7daa0080ce5620674c488ebd8348fcf0704d4fd3dfc5,03f0b85afb3a2d437563d39abb5ac183534bcaa0,03f0b85afb3a2d437563d39abb5ac183534bcaa0,139569,True
Homeworks/HW10/handel.pkl,Homeworks,.pkl,585153,93f943b2f62d3dacecfadccfc771e82fc3ca361cf34f78e59885ad9278e01bd1,8fa0d1d3673d3e862e27f599cb7cfa7d7e9265fd,8fa0d1d3673d3e862e27f599cb7cfa7d7e9265fd,585153,True
Homeworks/HW10/handel2.pkl,Homeworks,.pkl,859296,0bf5d9c8dd9c3a132f0b39ea2f0bc62b705d4d09c68bac08af0042f9e3112b4a,3f3fb01f05e71d0cb4f4dbf07f8c542f199da540,3f3fb01f05e71d0cb4f4dbf07f8c542f199da540,859296,True
Homeworks/HW10/listen_to_Handel.ipynb,Homeworks,.ipynb,1017121,0ecb00a8da41beea491a88c2de196772bc2d3c61ccd645b58ab7b6a4205602a9,7b2cc4cfe97a8e5eb85b7e35daf1d2fb1239f7a6,7b2cc4cfe97a8e5eb85b7e35daf1d2fb1239f7a6,1017121,True
Homeworks/HW10/listen_to_Handel.m,Homeworks,.m,1507,b485f472dcf7e785cba30cc4b0041c875319997afb839e023a8db65a7d4698c7,12e6d57be0f1be965bc5e6991a452b96fbfb9ef0,12e6d57be0f1be965bc5e6991a452b96fbfb9ef0,1507,True
Homeworks/HW10/listen_to_Handel.py,Homeworks,.py,3704,2544450ca0e33af18bfa55dfb00add8119e6949399c87b195ff7888701e21890,c31aaae4c97a017baf76a48cb7e7ec073bcb4f1b,c31aaae4c97a017baf76a48cb7e7ec073bcb4f1b,3704,True
Homeworks/HW10/my_upsample.m,Homeworks,.m,181,71225fe5c29ae0ba29a45d8f6309a7031ae74d79209bc5d370250eb64747cb42,864db42a08641fd1fdfbf48b9698e6a177f77956,864db42a08641fd1fdfbf48b9698e6a177f77956,181,True
Homeworks/HW10/project_l1.m,Homeworks,.m,1327,cd8edd1904e58fcb485386d0f3fa93d5a7b087e1e879667774dabc6624e9ad2a,179068ee864728ed969df49efa00b3e08b6757fe,179068ee864728ed969df49efa00b3e08b6757fe,1327,True
Homeworks/HW10/python_functions.py,Homeworks,.py,4662,ee65f8911974439936ae8ebc421ecbc3a31476a71673a310e4122e3c7760c814,50f0c4cd6b56f6f45c484cd1da928e8b05c66442,50f0c4cd6b56f6f45c484cd1da928e8b05c66442,4662,True
Homeworks/HW10/README.md,Homeworks,.md,254,3ef89778ca06516370b7dd23973001ae5b3cbbcffe4de0717f35c1cedf39f6fd,2aded44c4e6d5b51122633dd30f9c227033e47eb,2aded44c4e6d5b51122633dd30f9c227033e47eb,254,True
Homeworks/HW10/test_python_functions.py,Homeworks,.py,1524,6bcebe63816d0f83823c9b47529887aec4ae3b0097be8378e77c5c4b9acf1ec0,24aee57137279d29c2f672e141f45729d33f9c67,24aee57137279d29c2f672e141f45729d33f9c67,1524,True
Homeworks/ProjectInformation.md,Homeworks,.md,13007,22a0210fbc723223a5c796116c20f13fb07684e103ff8cd9a16cc2b79269f752,ab7f9f720567b89f1f908b8b3157fb1a242eaa99,ab7f9f720567b89f1f908b8b3157fb1a242eaa99,13007,True
Homeworks/ProjectRubric.pdf,Homeworks,.pdf,57856,967d935f280bf1bc3615ef064fd1c3500608497611621f10eff9e82db8c2cf93,bec991ef7ddebdd7726ef0ec83dc36738933afe6,bec991ef7ddebdd7726ef0ec83dc36738933afe6,57856,True
Homeworks/README.md,Homeworks,.md,7278,287960ef2794c6f5786053c5cd913d95455c6a077dc2476a0564d952db43123a,a263eb7ff226733b9ed3c78caf4a2e8630b773fa,a263eb7ff226733b9ed3c78caf4a2e8630b773fa,7278,True
LICENSE,LICENSE,,1071,c026320fa977e084507f66ce2d4de70f3955b39a590f5cdd6e10e690e7a13cac,b0406f4d25b6f885422e48e06a73b638d3c5d39d,b0406f4d25b6f885422e48e06a73b638d3c5d39d,1071,True
Notes/00_IntroToOptProblems.pdf,Notes,.pdf,5385900,8e5599c3c8f466fa71a3ec04ef30bc1d5389293d1eff8f1cc7fd21d0b6428fee,e47836972a059e185208c219bcf901b9f4ca0035,e47836972a059e185208c219bcf901b9f4ca0035,5385900,True
Notes/00a_metaRules.pdf,Notes,.pdf,132506,063c369bc285a4b99466291f33ca468c074f3314197ac5d77c8338b515691e95,a13883360ac8b68170fd48bfd7d9da0880642b85,a13883360ac8b68170fd48bfd7d9da0880642b85,132506,True
Notes/01_TypesOfMinimizers_IntroConvexity.pdf,Notes,.pdf,5518012,03fecbdf869cafbb9b3a4baf78798a5c0709c9c963e3670847b4163de53f7d66,74be52fde5c1fa2256314254a00672ade522f187,74be52fde5c1fa2256314254a00672ade522f187,5518012,True
Notes/02_ConvexSets_part1.pdf,Notes,.pdf,4805144,da32de2a9c132825a941d82ec6f544e59306265776c3e54541967e1a021c600b,4072c16955b8442cc6140a5a23522bb1f24035eb,4072c16955b8442cc6140a5a23522bb1f24035eb,4805144,True
Notes/03_ConvexSets_part2.pdf,Notes,.pdf,4759127,b20cfe888411699f40b33f4ac72558ca821f4b83c1a0ef031ea58fc04ad94942,06a71b8363756e4bf9334728118efa67c6645823,06a71b8363756e4bf9334728118efa67c6645823,4759127,True
Notes/04_SeparatingHyperplanes_Farkas.pdf,Notes,.pdf,3228481,efa509e02026b5eb499e5c589a52714a4a3741503828501c3bfcc34c54f1e24a,946ba690f5791e54bc028a35048a7964e930debb,946ba690f5791e54bc028a35048a7964e930debb,3228481,True
Notes/05_ConvexFunctions_part1.pdf,Notes,.pdf,3143445,9903e838133ccea245344d98dbaacf15db482946b482adbd868c20025c84c63f,344376c18d244752cfc73f8a89f7766f792780b6,344376c18d244752cfc73f8a89f7766f792780b6,3143445,True
Notes/05_ConvexFunctions_part2.pdf,Notes,.pdf,5358765,657f86e21a437c11c9375e16b0649398119b3974512062d2e318e0d3113cc8ac,42d4c7c10e430ccd735dc256c93f364e4a5e10e1,42d4c7c10e430ccd735dc256c93f364e4a5e10e1,5358765,True
Notes/05_ConvexFunctions_part3_LipschitzGradient.pdf,Notes,.pdf,3012569,260d701c27619cc315cb631e7ed3873a9c5a4dde0a216ec753e344016e9641e1,65d81e47ac52dd8b3e8e20f6e3dd2c0b3eb40140,65d81e47ac52dd8b3e8e20f6e3dd2c0b3eb40140,3012569,True
Notes/05_ConvexFunctions_part4_examples.pdf,Notes,.pdf,2887681,0689328fcfdadf3c19ac5f73c0648bda518d624b0e33a136df65630ef74b1620,664e8b4773945fcbc0139d87e5536a84a3e66892,664e8b4773945fcbc0139d87e5536a84a3e66892,2887681,True
Notes/05_ConvexFunctions_part5_preservingConvexity.pdf,Notes,.pdf,3051727,5fc43bf1ef5111cda72db938d5d3a49ba3a478859784796d5163041ddbe0be32,96f201ee15bd32902ebe05f8497d0110ac5b6f1b,96f201ee15bd32902ebe05f8497d0110ac5b6f1b,3051727,True
Notes/06_ConjugateFunctions.pdf,Notes,.pdf,6155749,c62a2a1548760034c1cbfbb39587f32f5d89fe87e07d4797ea1a208de3dd6c5c,75dba4549a9f5334b89d175b066588cf332d66e7,75dba4549a9f5334b89d175b066588cf332d66e7,6155749,True
Notes/07_GradientDescent_intro.pdf,Notes,.pdf,3314173,247c6de2a1a28ecb6910dc2b69fe56bd9cba50b51b2f1ce2b832e09c0082539a,3aad7a3e89a7348ec2aa7f50352187f94fa0b1ce,3aad7a3e89a7348ec2aa7f50352187f94fa0b1ce,3314173,True
Notes/08_ExistenceUniquenessMinimizers.pdf,Notes,.pdf,1287243,827c93d5bde6966f0855e79b7a2ce147f0d93549ecb0df349a3ed874675665c8,069c3e74a742d6311fae5858dee599dda1448547,069c3e74a742d6311fae5858dee599dda1448547,1287243,True
Notes/09_ProximityOperators.pdf,Notes,.pdf,5663764,907b05e601a9089c4d7ef0d018948536286103bcf5a2cb791be346a6ac86b75d,5592565f4b045ff85cf6d5e11f27806675c60912,5592565f4b045ff85cf6d5e11f27806675c60912,5663764,True
Notes/10_OptimizationProblems.pdf,Notes,.pdf,2552963,73db6c78a96a8babb701c0af4fccfe0f625a3c5265221f373783ec6061cf812d,da68dfa20a9054cc9a4554281a7f1cecba9b5de0,da68dfa20a9054cc9a4554281a7f1cecba9b5de0,2552963,True
Notes/11_FirstViewLagrangeMultipliers.pdf,Notes,.pdf,968419,460b9fb87a956281df16db375a4c278e47c9904ec5f8cb44ecb45a0a3bc53105,6c4fe7010585f2e3e49ea458930d4927b91ef132,6c4fe7010585f2e3e49ea458930d4927b91ef132,968419,True
Notes/12_ConicOptimizationProblems.pdf,Notes,.pdf,3405097,7bc8024c702f038a8ccbf8e2773a42ee49754f34a5a603c6799c8a25f3eb8424,aaf4a5049a21c6d30cd21cfb06a973013f8b1a35,aaf4a5049a21c6d30cd21cfb06a973013f8b1a35,3405097,True
Notes/13_moreOnSDPs.pdf,Notes,.pdf,974656,555ad5b1bfb7e55ce1dde28f4e251b1322ccd9dd29338711d691897e0f286fff,8f014c3e65112f5680a0a0b1a354b7f9f49254d7,8f014c3e65112f5680a0a0b1a354b7f9f49254d7,974656,True
Notes/14_LagrangianAndDualProblem.pdf,Notes,.pdf,2239150,7e920df255275a3745fffed7ca352c2131bdbd42faec2f431265a9aabe350116,d47d6a9fe7ab61174ac18f331475ae33caf1093a,d47d6a9fe7ab61174ac18f331475ae33caf1093a,2239150,True
Notes/15_MoreDuality.pdf,Notes,.pdf,2503420,5177c7682779c0927c27106a60b7dc16f1e146974f4552ae6961598cefb62dcf,ca8350ae4fb9ed5701383d273679beb5b312f99e,ca8350ae4fb9ed5701383d273679beb5b312f99e,2503420,True
Notes/16_SaddlePtsSharedLagrangians.pdf,Notes,.pdf,1885265,50b44b4cd12281358029cf03916c48ff0c17898e57dfa03053a19cf9267826ef,747b146bc130c9536a0abbd184c5fec916aeb7c9,747b146bc130c9536a0abbd184c5fec916aeb7c9,1885265,True
Notes/17_GameTheoryConnections.pdf,Notes,.pdf,1693165,31caec1f3ed2d9dc7c92d0bd95a8feb95ea4a001c9ce65ba21841b23e6caaf14,5b4aeb76866041693e06f37559bec0c4c1de4098,5b4aeb76866041693e06f37559bec0c4c1de4098,1693165,True
Notes/18_FenchelRockafellarDuality.pdf,Notes,.pdf,3012289,a4f2dd556259fb64ebc8b8155dba2c36fd328d6475b867941bfae17a3ef1f531,4bf8e63223032bdf4c36b2d7551601a3ad8141bd,4bf8e63223032bdf4c36b2d7551601a3ad8141bd,3012289,True
Notes/19_KKT_and_complementarySlackness.pdf,Notes,.pdf,3118046,a4f342b75ddd390a9b84f70bdf5b947ca2cd88288a59f90c19184734eb288234,bf5d2bf75c9a73c919ff822e1edd57215192bc30,bf5d2bf75c9a73c919ff822e1edd57215192bc30,3118046,True
